Parameter,Type,Min,Max,Default,Description,Example
Delay_Period_Log_Normal_Sigma,float,-3.40282e+38,1.70141e+38,3.40282E+38,"The standard deviation of the natural log of the delay period, in days, when **Delay_Period_Distribution** is set to LOG_NORMAL_DISTRIBUTION.",[link](../json/campaign-delayeventcoordinator-delay-period-log-normal-sigma.json)
Delay_Period_Max,float,0,3.40282E+38,-1,The maximum time delay period (in days). This is required if **Delay_Distribution** is UNIFORM_DURATION. This must be greater than or equal to **Delay_Period_Min**.,[link](../json/campaign-delayeventcoordinator-delay-period-max.json)
Delay_Period_Mean_1,float,1.17549E-38,3.40282E+38,-1,"The mean of the first exponential distribution, in days, when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-delayeventcoordinator-delay-period-mean-1.json)
Delay_Period_Mean_2,float,1.17549E-38,3.40282E+38,-1,"The mean of the second exponential distribution, in days, when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-delayeventcoordinator-delay-period-mean-2.json)
Delay_Period_Min,float,0,3.40282E+38,-1,The minimum time delay period (in days). This is required if **Delay_Distribution** is UNIFORM_DURATION. This must be less than or equal to **Delay_Period_Max**.,[link](../json/campaign-delayeventcoordinator-delay-period-min.json)
Delay_Period_Peak_2_Value,float,0,3.40282E+38,-1,"The delay period value, in days, to assign to the remaining interventions when **Delay_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.",[link](../json/campaign-delayeventcoordinator-delay-period-peak-2-value.json)
Delay_Period_Poisson_Mean,float,0,3.40282E+38,-1,"The mean of the delay period, in days, when **Delay_Period_Distribution** is set to POISSON_DISTRIBUTION.",[link](../json/campaign-delayeventcoordinator-delay-period-poisson-mean.json)
Delay_Period_Proportion_0,float,0,1,-1,The proportion of interventions to assign a value of zero delay when **Delay_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.,[link](../json/campaign-delayeventcoordinator-delay-period-proportion-0.json)
Delay_Period_Proportion_1,float,0,1,-1,The proportion of interventions in the first exponential distribution when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.,[link](../json/campaign-delayeventcoordinator-delay-period-proportion-1.json)
Duration,float,-1,3.40282e+38,-1,"The number of days from when the delay event coordinator was created by the campaign event. Once the number of days has passed, the delay event coordinator will unregister for events and expire. The default value of '-1' = never expire.",[link](../json/campaign-delayeventcoordinator-duration.json)
Start_Trigger_Condition_List,array of strings,NA,NA,NA,"The start trigger event condition list contains events defined in the **Custom_Coordinator_Events** config parameter that will trigger to start a new delay. If the delay event coordinator has already been triggered and is currently waiting for the duration of a delay, it will then ignore a new delay event. The list cannot be empty.",[link](../json/campaign-delayeventcoordinator-start-trigger-condition-list.json)
Stop_Trigger_Condition_List,array of strings,NA,NA,NA,"The stop trigger event condition list contains events defined in the **Custom_Coordinator_Events** config parameter that will trigger to stop a delay period, but does not stop the delay event coordinator. The event is not broadcast.",[link](../json/campaign-delayeventcoordinator-stop-trigger-condition-list.json)
